"Year","NumberOfFatalities","NumberOfFatalCrashes","Month"
2000,3,3,"June"
2000,8,8,"June"
2000,4,3,"July"
2000,3,3,"July"
2000,2,2,"July"
2000,8,5,"July"
2000,1,1,"July"
2000,10,8,"July"
2000,11,10,"July"
2000,11,9,"July"
2000,2,2,"July"
2000,7,6,"July"
2000,4,3,"July"
2000,3,2,"July"
2000,3,3,"July"
2000,5,2,"July"
2000,6,5,"July"
2000,11,7,"July"
2000,3,3,"July"
2000,6,6,"July"
2000,1,1,"July"
2000,6,6,"July"
2000,6,6,"July"
2000,7,6,"July"
2000,8,7,"July"
2000,3,3,"July"
2000,0,0,"July"
2000,5,4,"July"
2000,1,1,"July"
2000,5,4,"July"
2000,11,11,"July"
2000,5,5,"July"
2000,8,5,"July"
2000,3,3,"August"
2000,7,7,"August"
2000,5,5,"August"
2000,2,2,"August"
2000,3,3,"August"
2000,2,2,"August"
2000,2,2,"August"
2000,1,1,"August"
2000,6,5,"August"
2000,3,3,"August"
2000,1,1,"August"
2000,4,4,"August"
2000,7,6,"August"
2000,12,8,"August"
2000,6,4,"August"
2000,4,3,"August"
2000,3,3,"August"
2000,7,5,"August"
2000,7,7,"August"
2000,4,4,"August"
2000,5,5,"August"
2000,4,4,"August"
2000,1,1,"August"
2000,5,5,"August"
2000,2,2,"August"
2000,3,3,"August"
2000,7,5,"August"
2000,2,2,"August"
2000,1,1,"August"
2000,4,3,"August"
2000,3,3,"August"
2000,5,5,"September"
2000,4,4,"September"
2000,0,0,"September"
2000,5,4,"September"
2000,2,2,"September"
2000,4,4,"September"
2000,5,5,"September"
2000,6,4,"September"
2000,9,8,"September"
2000,11,8,"September"
2000,4,4,"September"
2000,5,5,"September"
2000,3,2,"September"
2000,7,7,"September"
2000,7,5,"September"
2000,6,6,"September"
2000,6,5,"September"
2000,6,6,"September"
2000,4,4,"September"
2000,7,7,"September"
2000,11,10,"September"
2000,5,3,"September"
2000,9,8,"September"
2000,2,2,"September"
2000,4,4,"September"
2000,3,3,"September"
2000,1,1,"September"
2000,6,6,"September"
2000,6,5,"September"
2000,8,7,"September"
2000,6,6,"October"
2000,4,4,"October"
2000,4,2,"October"
2000,2,2,"October"
2000,4,4,"October"
2000,7,5,"October"
2000,4,2,"October"
2000,0,0,"October"
2000,6,5,"October"
2000,2,2,"October"
2000,2,2,"October"
2000,7,7,"October"
2000,3,2,"October"
2000,7,6,"October"
2000,6,6,"October"
2000,7,7,"October"
2000,6,6,"October"
2000,6,5,"October"
2000,6,3,"October"
2000,8,7,"October"
2000,4,4,"October"
2000,8,8,"October"
2000,7,6,"October"
2000,5,5,"October"
2000,5,4,"October"
2000,0,0,"October"
2000,4,4,"October"
2000,4,3,"October"
2000,11,11,"October"
2000,0,0,"October"
2000,2,1,"October"
2000,5,5,"November"
2000,4,4,"November"
2000,3,3,"November"
2000,7,2,"November"
2000,5,5,"November"
2000,4,4,"November"
2000,4,4,"November"
2000,6,6,"November"
2000,2,2,"November"
2000,7,5,"November"
2000,8,7,"November"
2000,8,8,"November"
2000,6,6,"November"
2000,3,3,"November"
2000,4,4,"November"
2000,6,4,"November"
2000,8,7,"November"
2000,6,5,"November"
2000,6,5,"November"
2000,3,2,"November"
2000,8,7,"November"
2000,5,4,"November"
2000,6,6,"November"
2000,6,6,"November"
2000,10,9,"November"
2000,1,1,"November"
2000,6,4,"November"
2000,3,2,"November"
2000,1,1,"November"
2000,5,5,"November"
2000,3,3,"December"
2000,10,10,"December"
2000,4,4,"December"
2000,3,3,"December"
2000,1,1,"December"
2000,6,6,"December"
2000,7,6,"December"
2000,5,4,"December"
2000,4,3,"December"
2000,6,5,"December"
2000,6,6,"December"
2000,5,5,"December"
2000,8,8,"December"
2000,6,5,"December"
2000,5,5,"December"
2000,7,6,"December"
2000,6,6,"December"
2000,8,8,"December"
2000,4,4,"December"
2000,7,7,"December"
2000,2,2,"December"
2000,9,6,"December"
2000,5,5,"December"
2000,5,5,"December"
2000,2,2,"December"
2000,7,7,"December"
2000,6,5,"December"
2000,3,3,"December"
2000,7,7,"December"
2000,3,3,"December"
2000,4,4,"December"
2001,3,3,"January"
2001,7,5,"January"
2001,3,3,"January"
2001,4,3,"January"
2001,7,5,"January"
2001,2,2,"January"
2001,7,7,"January"
2001,4,2,"January"
2001,5,4,"January"
2001,2,1,"January"
2001,5,5,"January"
2001,3,3,"January"
2001,6,5,"January"
2001,1,1,"January"
2001,2,2,"January"
2001,4,4,"January"
2001,2,2,"January"
2001,3,3,"January"
2001,7,7,"January"
2001,5,5,"January"
2001,6,6,"January"
2001,3,3,"January"
2001,3,3,"January"
2001,2,2,"January"
2001,2,2,"January"
2001,11,7,"January"
2001,11,7,"January"
2001,7,7,"January"
2001,3,3,"January"
2001,4,4,"January"
2001,4,4,"January"
2001,8,6,"February"
2001,2,2,"February"
2001,4,4,"February"
2001,5,4,"February"
2001,3,3,"February"
2001,5,4,"February"
2001,2,2,"February"
2001,3,3,"February"
2001,3,2,"February"
2001,2,2,"February"
2001,3,2,"February"
2001,5,5,"February"
2001,6,6,"February"
2001,3,3,"February"
2001,2,2,"February"
2001,5,4,"February"
2001,6,5,"February"
2001,9,5,"February"
2001,4,4,"February"
2001,2,2,"February"
2001,3,3,"February"
2001,4,4,"February"
2001,8,8,"February"
2001,4,4,"February"
2001,4,4,"February"
2001,3,3,"February"
2001,11,10,"February"
2001,4,4,"February"
2001,5,5,"March"
2001,7,5,"March"
2001,2,2,"March"
2001,6,6,"March"
2001,5,5,"March"
2001,3,3,"March"
2001,0,0,"March"
2001,2,2,"March"
2001,5,5,"March"
2001,6,4,"March"
2001,10,8,"March"
2001,1,1,"March"
2001,3,2,"March"
2001,7,6,"March"
2001,4,4,"March"
2001,6,6,"March"
2001,5,5,"March"
2001,1,1,"March"
2001,2,2,"March"
2001,2,2,"March"
2001,7,7,"March"
2001,6,3,"March"
2001,6,6,"March"
2001,4,4,"March"
2001,11,8,"March"
2001,2,2,"March"
2001,2,2,"March"
2001,4,4,"March"
2001,3,3,"March"
2001,8,8,"March"
2001,4,4,"March"
2001,3,3,"April"
2001,1,1,"April"
2001,5,5,"April"
2001,3,3,"April"
2001,4,4,"April"
2001,3,3,"April"
2001,6,6,"April"
2001,6,5,"April"
2001,3,3,"April"
2001,4,4,"April"
2001,5,5,"April"
2001,3,3,"April"
2001,6,6,"April"
2001,5,5,"April"
2001,7,6,"April"
2001,2,2,"April"
2001,3,3,"April"
2001,3,3,"April"
2001,4,4,"April"
2001,3,3,"April"
2001,11,8,"April"
2001,2,2,"April"
2001,3,3,"April"
2001,7,7,"April"
2001,5,5,"April"
2001,4,4,"April"
2001,4,4,"April"
2001,4,3,"April"
2001,6,4,"April"
2001,7,6,"April"
2001,4,4,"May"
2001,9,9,"May"
2001,13,10,"May"
2001,4,4,"May"
2001,2,2,"May"
2001,9,6,"May"
2001,4,4,"May"
2001,5,5,"May"
2001,5,4,"May"
2001,2,2,"May"
2001,7,7,"May"
2001,4,4,"May"
2001,6,6,"May"
2001,1,1,"May"
2001,5,5,"May"
2001,5,5,"May"
2001,2,2,"May"
2001,8,8,"May"
2001,6,6,"May"
2001,7,7,"May"
2001,9,8,"May"
2001,5,5,"May"
2001,0,0,"May"
2001,5,5,"May"
2001,5,4,"May"
2001,7,6,"May"
2001,3,3,"May"
2001,0,0,"May"
2001,3,3,"May"
2001,8,8,"May"
2001,2,2,"May"
2001,4,4,"June"
2001,8,8,"June"
2001,5,4,"June"
2001,5,5,"June"
2001,6,6,"June"
2001,6,6,"June"
2001,4,4,"June"
2001,9,7,"June"
2001,6,6,"June"
2001,5,5,"June"
2001,6,6,"June"
2001,4,4,"June"
2001,5,5,"June"
2001,5,5,"June"
2001,3,3,"June"
2001,8,5,"June"
2001,8,7,"June"
2001,1,1,"June"
2001,7,6,"June"
2001,7,5,"June"
2001,3,3,"June"
2001,3,3,"June"
2001,8,8,"June"
2001,6,5,"June"
2001,3,3,"June"
2001,5,5,"June"
2001,3,3,"June"
2001,3,3,"June"
2001,5,5,"June"
2001,3,3,"June"
2001,4,4,"July"
2001,0,0,"July"
2001,5,5,"July"
2001,0,0,"July"
2001,5,5,"July"
2001,10,10,"July"
2001,4,4,"July"
2001,6,5,"July"
2001,4,4,"July"
2001,4,3,"July"
2001,5,5,"July"
2001,8,7,"July"
2001,6,6,"July"
2001,9,9,"July"
2001,4,4,"July"
2001,4,4,"July"
2001,3,3,"July"
2001,3,2,"July"
2001,4,4,"July"
2001,1,1,"July"
2001,9,8,"July"
2001,7,6,"July"
2001,5,5,"July"
2001,1,1,"July"
2001,3,3,"July"
2001,1,1,"July"
2001,5,5,"July"
2001,8,7,"July"
2001,4,4,"July"
2001,6,6,"July"
2001,4,3,"July"
2001,7,6,"August"
2001,3,3,"August"
2001,3,3,"August"
2001,8,8,"August"
2001,7,7,"August"
2001,3,3,"August"
2001,4,4,"August"
2001,1,1,"August"
2001,3,3,"August"
2001,5,5,"August"
2001,10,10,"August"
2001,2,2,"August"
2001,2,2,"August"
2001,2,2,"August"
2001,4,2,"August"
2001,3,3,"August"
2001,7,7,"August"
2001,6,5,"August"
2001,6,4,"August"
2001,5,3,"August"
2001,10,8,"August"
2001,3,3,"August"
2001,3,3,"August"
2001,6,6,"August"
2001,9,8,"August"
2001,9,8,"August"
2001,4,4,"August"
2001,3,1,"August"
2001,5,3,"August"
2001,3,3,"August"
2001,2,2,"August"
2001,10,9,"September"
2001,4,4,"September"
2001,4,3,"September"
2001,1,1,"September"
2001,7,6,"September"
2001,3,3,"September"
2001,4,4,"September"
2001,4,4,"September"
2001,5,5,"September"
2001,6,6,"September"
2001,3,3,"September"
2001,6,4,"September"
2001,5,5,"September"
2001,8,8,"September"
2001,6,6,"September"
2001,4,4,"September"
2001,4,4,"September"
2001,3,3,"September"
2001,5,4,"September"
2001,2,2,"September"
2001,6,6,"September"
2001,5,5,"September"
2001,8,6,"September"
2001,2,2,"September"
2001,5,4,"September"
2001,1,1,"September"
2001,8,8,"September"
2001,4,4,"September"
2001,9,9,"September"
2001,1,1,"September"
2001,4,4,"October"
2001,1,1,"October"
2001,4,4,"October"
2001,4,4,"October"
2001,8,5,"October"
2001,8,8,"October"
2001,6,6,"October"
2001,5,5,"October"
2001,3,3,"October"
2001,9,9,"October"
2001,3,3,"October"
2001,6,4,"October"
2001,2,2,"October"
2001,3,3,"October"
2001,6,3,"October"
2001,5,5,"October"
2001,2,2,"October"
2001,8,7,"October"
2001,10,10,"October"
2001,11,9,"October"
2001,4,4,"October"
2001,2,2,"October"
2001,6,4,"October"
2001,2,2,"October"
2001,9,9,"October"
2001,7,7,"October"
2001,9,9,"October"
2001,7,5,"October"
2001,5,5,"October"
2001,2,2,"October"
2001,2,2,"October"
2001,3,3,"November"
2001,7,5,"November"
2001,4,4,"November"
2001,8,3,"November"
2001,4,4,"November"
2001,6,6,"November"
2001,9,7,"November"
2001,9,9,"November"
2001,5,5,"November"
2001,7,5,"November"
2001,5,4,"November"
2001,7,6,"November"
2001,5,5,"November"
2001,6,6,"November"
2001,5,5,"November"
2001,3,3,"November"
2001,5,5,"November"
2001,4,3,"November"
2001,5,5,"November"
2001,7,6,"November"
2001,4,4,"November"
2001,4,3,"November"
2001,2,2,"November"
2001,9,8,"November"
2001,6,5,"November"
2001,2,2,"November"
2001,4,4,"November"
2001,3,3,"November"
2001,1,1,"November"
2001,3,3,"November"
2001,4,3,"December"
2001,1,1,"December"
2001,5,3,"December"
2001,2,2,"December"
2001,4,4,"December"
2001,2,2,"December"
2001,4,4,"December"
2001,7,7,"December"
2001,9,9,"December"
2001,5,4,"December"
2001,1,1,"December"
2001,12,9,"December"
2001,2,2,"December"
2001,5,5,"December"
2001,7,7,"December"
2001,5,5,"December"
2001,7,6,"December"
2001,4,3,"December"
2001,6,6,"December"
2001,11,11,"December"
2001,5,5,"December"
2001,5,5,"December"
2001,8,7,"December"
2001,3,3,"December"
2001,7,6,"December"
2001,1,1,"December"
2001,3,3,"December"
2001,1,1,"December"
2001,4,4,"December"
2001,7,6,"December"
2001,1,1,"December"
2002,4,3,"January"
2002,2,2,"January"
2002,7,5,"January"
2002,0,0,"January"
2002,2,2,"January"
2002,3,3,"January"
2002,4,4,"January"
2002,2,2,"January"
2002,5,5,"January"
2002,1,1,"January"
2002,5,5,"January"
2002,7,6,"January"
2002,7,6,"January"
2002,5,5,"January"
2002,0,0,"January"
2002,8,8,"January"
2002,3,1,"January"
2002,3,3,"January"
2002,2,2,"January"
2002,4,4,"January"
2002,1,1,"January"
2002,1,1,"January"
2002,5,5,"January"
2002,7,7,"January"
2002,4,4,"January"
2002,7,7,"January"
2002,5,5,"January"
2002,6,6,"January"
2002,2,2,"January"
2002,3,3,"January"
2002,5,5,"January"
2002,10,8,"February"
2002,2,2,"February"
2002,8,8,"February"
2002,1,1,"February"
2002,4,4,"February"
2002,2,2,"February"
2002,5,5,"February"
2002,4,3,"February"
2002,3,3,"February"
2002,7,5,"February"
2002,4,4,"February"
2002,7,6,"February"
2002,2,2,"February"
2002,12,11,"February"
2002,5,5,"February"
2002,3,2,"February"
2002,8,5,"February"
2002,6,6,"February"
2002,3,3,"February"
2002,2,2,"February"
2002,6,6,"February"
2002,5,5,"February"
2002,4,4,"February"
2002,7,6,"February"
2002,6,6,"February"
2002,2,2,"February"
2002,3,3,"February"
2002,3,3,"February"
2002,5,5,"March"
2002,8,6,"March"
2002,5,5,"March"
2002,7,6,"March"
2002,5,5,"March"
2002,7,6,"March"
2002,3,2,"March"
2002,5,5,"March"
2002,11,9,"March"
2002,4,4,"March"
2002,3,3,"March"
2002,3,3,"March"
2002,2,2,"March"
2002,2,2,"March"
2002,1,1,"March"
2002,2,2,"March"
2002,5,4,"March"
2002,4,4,"March"
2002,2,2,"March"
2002,5,4,"March"
2002,6,5,"March"
2002,9,9,"March"
2002,11,9,"March"
2002,2,2,"March"
2002,5,5,"March"
2002,3,3,"March"
2002,5,4,"March"
2002,6,6,"March"
2002,6,6,"March"
2002,2,2,"March"
2002,7,7,"March"
2002,4,4,"April"
2002,5,4,"April"
2002,2,1,"April"
2002,9,9,"April"
2002,6,6,"April"
2002,7,5,"April"
2002,8,7,"April"
2002,1,1,"April"
2002,2,2,"April"
2002,5,5,"April"
2002,5,5,"April"
2002,5,5,"April"
2002,10,8,"April"
2002,1,1,"April"
2002,3,3,"April"
2002,6,4,"April"
2002,7,6,"April"
2002,8,8,"April"
2002,1,1,"April"
2002,2,2,"April"
2002,5,5,"April"
2002,8,8,"April"
2002,4,4,"April"
2002,2,2,"April"
2002,7,6,"April"
2002,1,1,"April"
2002,4,3,"April"
2002,6,6,"April"
2002,2,2,"April"
2002,2,2,"April"
2002,6,4,"May"
2002,5,2,"May"
2002,8,8,"May"
2002,5,5,"May"
2002,4,4,"May"
2002,7,6,"May"
2002,3,3,"May"
2002,3,3,"May"
2002,1,1,"May"
2002,4,4,"May"
2002,6,6,"May"
2002,4,4,"May"
2002,5,5,"May"
2002,8,7,"May"
2002,4,4,"May"
2002,3,3,"May"
2002,8,7,"May"
2002,5,5,"May"
2002,10,6,"May"
2002,5,5,"May"
2002,4,4,"May"
2002,8,7,"May"
2002,3,3,"May"
2002,4,4,"May"
2002,10,5,"May"
2002,10,10,"May"
2002,1,1,"May"
2002,4,4,"May"
2002,8,6,"May"
2002,5,5,"May"
2002,11,8,"May"
2002,10,6,"June"
2002,3,3,"June"
2002,6,6,"June"
2002,2,2,"June"
2002,4,4,"June"
2002,8,8,"June"
2002,4,4,"June"
2002,8,6,"June"
2002,4,4,"June"
2002,4,4,"June"
2002,2,2,"June"
2002,3,3,"June"
2002,4,4,"June"
2002,3,3,"June"
2002,3,3,"June"
2002,6,4,"June"
2002,7,5,"June"
2002,6,5,"June"
2002,5,3,"June"
2002,5,5,"June"
2002,3,3,"June"
2002,5,4,"June"
2002,4,4,"June"
2002,1,1,"June"
2002,4,4,"June"
2002,4,4,"June"
2002,3,3,"June"
2002,5,5,"June"
2002,9,8,"June"
2002,5,5,"June"
2002,3,3,"July"
2002,6,6,"July"
2002,3,2,"July"
2002,5,5,"July"
2002,5,3,"July"
2002,2,2,"July"
2002,10,10,"July"
2002,3,3,"July"
2002,3,3,"July"
2002,4,3,"July"
2002,6,6,"July"
2002,6,6,"July"
2002,8,7,"July"
2002,5,4,"July"
2002,7,6,"July"
2002,7,7,"July"
2002,2,2,"July"
2002,6,6,"July"
2002,1,1,"July"
2002,6,6,"July"
2002,4,3,"July"
2002,1,1,"July"
2002,2,2,"July"
2002,4,4,"July"
2002,3,3,"July"
2002,3,3,"July"
2002,2,2,"July"
2002,1,1,"July"
2002,2,2,"July"
2002,4,3,"July"
2002,3,3,"July"
2002,3,3,"August"
2002,5,5,"August"
2002,15,11,"August"
2002,4,3,"August"
2002,6,6,"August"
2002,4,4,"August"
2002,5,5,"August"
2002,8,6,"August"
2002,3,3,"August"
2002,13,11,"August"
2002,3,3,"August"
2002,6,5,"August"
2002,2,2,"August"
2002,5,5,"August"
2002,3,3,"August"
2002,2,2,"August"
2002,11,9,"August"
2002,6,6,"August"
2002,3,3,"August"
2002,4,3,"August"
2002,2,2,"August"
2002,9,8,"August"
2002,6,6,"August"
2002,5,5,"August"
2002,5,3,"August"
2002,2,2,"August"
2002,2,2,"August"
2002,0,0,"August"
2002,0,0,"August"
2002,4,4,"August"
2002,5,5,"August"
2002,2,2,"September"
2002,1,1,"September"
2002,3,2,"September"
2002,8,7,"September"
2002,3,3,"September"
2002,8,6,"September"
2002,7,6,"September"
2002,5,5,"September"
2002,3,3,"September"
2002,1,1,"September"
2002,3,3,"September"
2002,4,4,"September"
2002,8,7,"September"
2002,12,9,"September"
2002,4,4,"September"
2002,14,10,"September"
2002,3,3,"September"
2002,2,2,"September"
2002,3,3,"September"
2002,4,4,"September"
2002,4,4,"September"
2002,10,6,"September"
2002,4,4,"September"
2002,0,0,"September"
2002,1,1,"September"
2002,4,4,"September"
2002,7,4,"September"
2002,5,4,"September"
2002,5,4,"September"
2002,5,5,"September"
2002,5,4,"October"
2002,14,6,"October"
2002,4,4,"October"
2002,7,6,"October"
2002,2,2,"October"
2002,1,1,"October"
2002,0,0,"October"
2002,3,3,"October"
2002,5,4,"October"
2002,7,6,"October"
2002,3,3,"October"
2002,10,8,"October"
2002,8,6,"October"
2002,4,4,"October"
2002,2,2,"October"
2002,5,4,"October"
2002,6,6,"October"
2002,2,2,"October"
2002,5,5,"October"
2002,8,8,"October"
2002,4,4,"October"
2002,7,5,"October"
2002,2,2,"October"
2002,9,6,"October"
2002,5,4,"October"
2002,1,1,"October"
2002,4,4,"October"
2002,5,3,"October"
2002,9,8,"October"
2002,3,3,"October"
2002,2,2,"October"
2002,3,2,"November"
2002,9,5,"November"
2002,4,4,"November"
