"State","Year","CrashType","DeadPersonType","Gender","Age","StateFullForm"
"NT",1989,"Single","Unknown","Male",22,"Northern Territory"
"VIC",1989,"Single","Driver","Male",20,"Victoria"
"VIC",1989,"Multiple","Driver","Male",29,"Victoria"
"WA",1989,"Single","Driver","Male",67,"West Australia"
"NSW",1989,"Single","Pedestrian","Female",63,"New South Wales"
"TAS",1989,"Single","Motorcycle rider","Male",28,"Tasmania"
"QLD",1989,"Single","Driver","Male",21,"Queensland"
"VIC",1989,"Multiple","Passenger","Female",73,"Victoria"
"VIC",1989,"Multiple","Passenger","Female",43,"Victoria"
"TAS",1989,"Multiple","Motorcycle rider","Male",26,"Tasmania"
"VIC",1989,"Single","Passenger","Male",17,"Victoria"
"TAS",1989,"Single","Driver","Male",23,"Tasmania"
"VIC",1989,"Single","Passenger","Male",15,"Victoria"
"QLD",1989,"Single","Driver","Male",19,"Queensland"
"VIC",1989,"Multiple","Driver","Female",17,"Victoria"
"VIC",1989,"Multiple","Motorcycle rider","Male",23,"Victoria"
"VIC",1989,"Multiple","Motorcycle rider","Male",28,"Victoria"
"VIC",1989,"Multiple","Pedestrian","Female",41,"Victoria"
"NSW",1989,"Single","Driver","Male",21,"New South Wales"
"NT",1989,"Single","Passenger","Male",27,"Northern Territory"
"VIC",1989,"Multiple","Driver","Male",17,"Victoria"
"VIC",1989,"Multiple","Motorcycle rider","Male",58,"Victoria"
"QLD",1989,"Single","Passenger","Male",45,"Queensland"
"NSW",1989,"Multiple","Motorcycle rider","Male",18,"New South Wales"
"QLD",1989,"Multiple","Driver","Male",25,"Queensland"
"VIC",1989,"Multiple","Driver","Male",34,"Victoria"
"NSW",1989,"Multiple","Driver","Female",40,"New South Wales"
"NT",1989,"Single","Driver","Female",68,"Northern Territory"
"VIC",1989,"Multiple","Passenger","Female",60,"Victoria"
"SA",1989,"Single","Motorcycle rider","Male",27,"South Australia"
"NSW",1989,"Multiple","Driver","Female",20,"New South Wales"
"VIC",1989,"Single","Driver","Male",23,"Victoria"
"VIC",1989,"Multiple","Passenger","Female",78,"Victoria"
"NSW",1989,"Multiple","Passenger","Male",37,"New South Wales"
"VIC",1989,"Single","Driver","Male",26,"Victoria"
"NSW",1989,"Single","Driver","Male",68,"New South Wales"
"NSW",1989,"Single","Passenger","Male",18,"New South Wales"
"TAS",1989,"Multiple","Driver","Female",49,"Tasmania"
"QLD",1989,"Multiple","Driver","Male",22,"Queensland"
"NSW",1989,"Multiple","Passenger","Female",6,"New South Wales"
"WA",1989,"Multiple","Pedal cyclist","Female",59,"West Australia"
"QLD",1989,"Single","Motorcycle rider","Male",28,"Queensland"
"NSW",1989,"Multiple","Passenger","Female",53,"New South Wales"
"VIC",1989,"Multiple","Passenger","Male",53,"Victoria"
"WA",1989,"Single","Driver","Female",21,"West Australia"
"NSW",1989,"Multiple","Driver","Male",37,"New South Wales"
"VIC",1989,"Single","Driver","Male",24,"Victoria"
"NSW",1989,"Multiple","Motorcycle rider","Male",22,"New South Wales"
"SA",1989,"Single","Pedestrian","Female",85,"South Australia"
"NSW",1989,"Single","Driver","Male",65,"New South Wales"
"VIC",1989,"Single","Driver","Male",28,"Victoria"
"NSW",1989,"Single","Pedestrian","Male",66,"New South Wales"
"QLD",1989,"Single","Driver","Male",23,"Queensland"
"NSW",1989,"Multiple","Driver","Male",70,"New South Wales"
"WA",1989,"Single","Passenger","Male",23,"West Australia"
"QLD",1989,"Single","Passenger","Male",32,"Queensland"
"WA",1989,"Single","Driver","Male",23,"West Australia"
"VIC",1989,"Multiple","Pedestrian","Male",25,"Victoria"
"SA",1989,"Single","Pedestrian","Female",28,"South Australia"
"NSW",1989,"Single","Driver","Female",27,"New South Wales"
"SA",1989,"Single","Passenger","Male",19,"South Australia"
"TAS",1989,"Single","Driver","Female",45,"Tasmania"
"VIC",1989,"Multiple","Driver","Female",38,"Victoria"
"QLD",1989,"Multiple","Passenger","Female",43,"Queensland"
"WA",1989,"Single","Driver","Male",70,"West Australia"
"SA",1989,"Multiple","Passenger","Female",70,"South Australia"
"QLD",1989,"Single","Driver","Male",24,"Queensland"
"TAS",1989,"Single","Motorcycle rider","Male",26,"Tasmania"
"VIC",1989,"Multiple","Passenger","Female",57,"Victoria"
"VIC",1989,"Multiple","Motorcycle rider","Male",26,"Victoria"
"SA",1989,"Multiple","Driver","Female",18,"South Australia"
"WA",1989,"Multiple","Motorcycle rider","Male",25,"West Australia"
"QLD",1989,"Multiple","Driver","Male",28,"Queensland"
"SA",1989,"Single","Driver","Male",29,"South Australia"
"WA",1989,"Single","Pedestrian","Male",79,"West Australia"
"TAS",1989,"Single","Passenger","Female",21,"Tasmania"
"QLD",1989,"Single","Driver","Male",39,"Queensland"
"NSW",1989,"Single","Passenger","Male",16,"New South Wales"
"QLD",1989,"Single","Motorcycle rider","Male",21,"Queensland"
"QLD",1989,"Single","Driver","Male",22,"Queensland"
"NT",1989,"Single","Driver","Male",41,"Northern Territory"
"NSW",1989,"Multiple","Passenger","Female",4,"New South Wales"
"NSW",1989,"Multiple","Passenger","Male",1,"New South Wales"
"NSW",1989,"Multiple","Driver","Male",35,"New South Wales"
"SA",1989,"Multiple","Driver","Male",19,"South Australia"
"QLD",1989,"Single","Driver","Male",50,"Queensland"
"NSW",1989,"Single","Driver","Male",21,"New South Wales"
"QLD",1989,"Multiple","Pedestrian","Male",36,"Queensland"
"NSW",1989,"Single","Passenger","Female",16,"New South Wales"
"NT",1989,"Single","Passenger","Female",27,"Northern Territory"
"QLD",1989,"Multiple","Driver","Male",21,"Queensland"
"WA",1989,"Single","Driver","Male",65,"West Australia"
"NSW",1989,"Single","Driver","Male",19,"New South Wales"
"QLD",1989,"Single","Pedestrian","Male",83,"Queensland"
"QLD",1989,"Multiple","Passenger","Female",73,"Queensland"
"NSW",1989,"Single","Passenger","Male",19,"New South Wales"
"QLD",1989,"Single","Driver","Male",69,"Queensland"
"VIC",1989,"Multiple","Driver","Female",63,"Victoria"
"WA",1989,"Single","Pedestrian","Female",24,"West Australia"
"WA",1989,"Single","Driver","Male",64,"West Australia"
"NSW",1989,"Single","Driver","Male",25,"New South Wales"
"NT",1989,"Single","Passenger","Male",1,"Northern Territory"
"NSW",1989,"Single","Passenger","Female",22,"New South Wales"
"NSW",1989,"Single","Driver","Male",37,"New South Wales"
"NSW",1989,"Single","Driver","Male",33,"New South Wales"
"VIC",1989,"Multiple","Driver","Male",39,"Victoria"
"NSW",1989,"Single","Pedestrian","Female",55,"New South Wales"
"VIC",1989,"Multiple","Motorcycle rider","Male",55,"Victoria"
"NSW",1989,"Single","Driver","Male",41,"New South Wales"
"QLD",1989,"Single","Driver","Male",41,"Queensland"
"VIC",1989,"Single","Passenger","Male",30,"Victoria"
"VIC",1989,"Single","Driver","Male",45,"Victoria"
"VIC",1989,"Single","Passenger","Female",71,"Victoria"
"NSW",1989,"Single","Pedestrian","Male",23,"New South Wales"
"VIC",1989,"Single","Driver","Female",19,"Victoria"
"NSW",1989,"Single","Driver","Male",24,"New South Wales"
"ACT",1989,"Single","Passenger","Male",21,"Austialian Capital Territory"
"QLD",1989,"Single","Driver","Male",28,"Queensland"
"NSW",1989,"Multiple","Driver","Male",37,"New South Wales"
"VIC",1989,"Multiple","Passenger","Female",57,"Victoria"
"SA",1989,"Single","Driver","Male",19,"South Australia"
"NSW",1989,"Single","Driver","Male",61,"New South Wales"
"VIC",1989,"Multiple","Driver","Male",59,"Victoria"
"SA",1989,"Single","Pedestrian","Male",33,"South Australia"
"ACT",1989,"Multiple","Driver","Male",22,"Austialian Capital Territory"
"NSW",1989,"Multiple","Passenger","Female",2,"New South Wales"
"VIC",1989,"Multiple","Driver","Male",54,"Victoria"
"TAS",1989,"Multiple","Motorcycle rider","Male",46,"Tasmania"
"SA",1989,"Single","Driver","Female",20,"South Australia"
"WA",1989,"Multiple","Passenger","Female",70,"West Australia"
"VIC",1989,"Single","Pedestrian","Female",60,"Victoria"
"NT",1989,"Single","Passenger","Male",31,"Northern Territory"
"VIC",1989,"Single","Driver","Male",63,"Victoria"
"NSW",1989,"Single","Driver","Male",59,"New South Wales"
"NT",1989,"Single","Driver","Male",44,"Northern Territory"
"NSW",1989,"Single","Driver","Male",37,"New South Wales"
"VIC",1989,"Multiple","Driver","Female",31,"Victoria"
"NSW",1989,"Single","Pedestrian","Male",80,"New South Wales"
"QLD",1989,"Multiple","Driver","Male",23,"Queensland"
"NSW",1989,"Single","Passenger","Female",18,"New South Wales"
"NSW",1989,"Single","Driver","Male",26,"New South Wales"
"NSW",1989,"Single","Pedestrian","Female",25,"New South Wales"
"VIC",1989,"Single","Driver","Male",44,"Victoria"
"WA",1989,"Single","Passenger","Male",46,"West Australia"
"QLD",1989,"Single","Driver","Male",59,"Queensland"
"NT",1989,"Single","Driver","Male",36,"Northern Territory"
"TAS",1989,"Single","Driver","Male",19,"Tasmania"
"NSW",1989,"Single","Driver","Male",19,"New South Wales"
"QLD",1989,"Single","Motorcycle rider","Male",20,"Queensland"
"NSW",1989,"Multiple","Motorcycle rider","Male",34,"New South Wales"
"VIC",1989,"Multiple","Driver","Male",45,"Victoria"
"QLD",1989,"Multiple","Driver","Male",23,"Queensland"
"NSW",1989,"Multiple","Pedestrian","Male",29,"New South Wales"
"WA",1989,"Single","Passenger","Male",19,"West Australia"
"VIC",1989,"Single","Driver","Male",22,"Victoria"
"NSW",1989,"Multiple","Driver","Male",67,"New South Wales"
"VIC",1989,"Single","Passenger","Male",22,"Victoria"
"NSW",1989,"Single","Pedestrian","Female",34,"New South Wales"
"NSW",1989,"Single","Passenger","Male",15,"New South Wales"
"NSW",1989,"Single","Driver","Male",19,"New South Wales"
"VIC",1989,"Multiple","Driver","Female",53,"Victoria"
"QLD",1989,"Single","Driver","Male",63,"Queensland"
"NSW",1989,"Multiple","Passenger","Male",17,"New South Wales"
"NT",1989,"Single","Pedestrian","Male",44,"Northern Territory"
"NSW",1989,"Single","Pedestrian","Male",41,"New South Wales"
"NSW",1989,"Single","Passenger","Male",6,"New South Wales"
"NSW",1989,"Single","Pedestrian","Male",84,"New South Wales"
"VIC",1989,"Single","Driver","Female",39,"Victoria"
"WA",1989,"Single","Passenger","Male",28,"West Australia"
"WA",1989,"Single","Driver","Male",51,"West Australia"
"VIC",1989,"Single","Pedestrian","Female",75,"Victoria"
"SA",1989,"Single","Passenger","Female",17,"South Australia"
"SA",1989,"Single","Motorcycle rider","Male",45,"South Australia"
"VIC",1989,"Single","Passenger","Male",4,"Victoria"
"QLD",1989,"Multiple","Driver","Male",47,"Queensland"
"SA",1989,"Single","Passenger","Female",75,"South Australia"
"VIC",1989,"Multiple","Pedal cyclist","Male",46,"Victoria"
"QLD",1989,"Single","Passenger","Female",20,"Queensland"
"NSW",1989,"Single","Pedestrian","Female",69,"New South Wales"
"WA",1989,"Single","Pedestrian","Female",49,"West Australia"
"VIC",1989,"Single","Driver","Male",25,"Victoria"
"VIC",1989,"Single","Driver","Female",23,"Victoria"
"NSW",1989,"Multiple","Driver","Male",101,"New South Wales"
"NSW",1989,"Single","Passenger","Male",34,"New South Wales"
"QLD",1989,"Single","Passenger","Female",19,"Queensland"
"WA",1989,"Single","Pedestrian","Male",47,"West Australia"
"NSW",1989,"Single","Passenger","Male",22,"New South Wales"
"QLD",1989,"Single","Driver","Male",19,"Queensland"
"VIC",1989,"Single","Driver","Male",29,"Victoria"
"NSW",1989,"Multiple","Driver","Male",17,"New South Wales"
"QLD",1989,"Single","Motorcycle rider","Male",18,"Queensland"
"VIC",1989,"Single","Driver","Female",45,"Victoria"
"QLD",1989,"Multiple","Passenger","Female",69,"Queensland"
"SA",1989,"Multiple","Driver","Male",41,"South Australia"
"NSW",1989,"Multiple","Passenger","Female",17,"New South Wales"
"QLD",1989,"Multiple","Driver","Male",62,"Queensland"
"SA",1989,"Single","Pedestrian","Male",64,"South Australia"
"QLD",1989,"Multiple","Driver","Female",45,"Queensland"
"WA",1989,"Single","Pedestrian","Female",74,"West Australia"
"WA",1989,"Single","Driver","Male",47,"West Australia"
"QLD",1989,"Single","Pedestrian","Female",18,"Queensland"
"SA",1989,"Multiple","Passenger","Male",26,"South Australia"
"WA",1989,"Single","Driver","Male",24,"West Australia"
"QLD",1989,"Single","Driver","Male",64,"Queensland"
"SA",1989,"Single","Driver","Female",37,"South Australia"
"VIC",1989,"Single","Pedestrian","Female",75,"Victoria"
"VIC",1989,"Single","Driver","Male",15,"Victoria"
"SA",1989,"Multiple","Pedal cyclist","Male",51,"South Australia"
"NSW",1989,"Single","Driver","Male",31,"New South Wales"
"VIC",1989,"Single","Passenger","Female",50,"Victoria"
"WA",1989,"Multiple","Driver","Male",85,"West Australia"
"NSW",1989,"Single","Driver","Male",95,"New South Wales"
"NSW",1989,"Multiple","Driver","Male",29,"New South Wales"
"NSW",1989,"Single","Pedestrian","Male",45,"New South Wales"
"SA",1989,"Multiple","Motorcycle rider","Male",44,"South Australia"
"QLD",1989,"Single","Pedestrian","Male",88,"Queensland"
"QLD",1989,"Single","Driver","Male",21,"Queensland"
"WA",1989,"Single","Pedestrian","Female",26,"West Australia"
"SA",1989,"Single","Driver","Male",31,"South Australia"
"NSW",1989,"Single","Passenger","Male",18,"New South Wales"
"QLD",1989,"Single","Passenger","Male",63,"Queensland"
"NSW",1989,"Single","Driver","Male",68,"New South Wales"
"SA",1989,"Single","Driver","Male",47,"South Australia"
"NSW",1989,"Multiple","Driver","Male",78,"New South Wales"
"WA",1989,"Multiple","Driver","Female",41,"West Australia"
"WA",1989,"Single","Driver","Male",35,"West Australia"
"NSW",1989,"Single","Motorcycle rider","Male",65,"New South Wales"
"NT",1989,"Single","Passenger","Female",51,"Northern Territory"
"QLD",1989,"Multiple","Driver","Female",47,"Queensland"
"NSW",1989,"Multiple","Driver","Male",75,"New South Wales"
"ACT",1989,"Single","Motorcycle rider","Male",27,"Austialian Capital Territory"
"VIC",1989,"Multiple","Passenger","Male",19,"Victoria"
"VIC",1989,"Single","Driver","Male",35,"Victoria"
"WA",1989,"Multiple","Pedal cyclist","Male",5,"West Australia"
"VIC",1989,"Multiple","Motorcycle rider","Male",30,"Victoria"
"QLD",1989,"Single","Passenger","Female",34,"Queensland"
"NSW",1989,"Multiple","Motorcycle rider","Male",21,"New South Wales"
"QLD",1989,"Single","Motorcycle rider","Female",38,"Queensland"
"WA",1989,"Single","Passenger","Male",37,"West Australia"
"NSW",1989,"Single","Passenger","Female",9,"New South Wales"
"SA",1989,"Single","Driver","Male",37,"South Australia"
"VIC",1989,"Multiple","Motorcycle rider","Male",28,"Victoria"
"NSW",1989,"Multiple","Driver","Male",37,"New South Wales"
"NSW",1989,"Single","Pedestrian","Female",14,"New South Wales"
"NSW",1989,"Multiple","Passenger","Male",39,"New South Wales"
"NSW",1989,"Single","Pedestrian","Female",49,"New South Wales"
"WA",1989,"Multiple","Driver","Male",45,"West Australia"
"WA",1989,"Single","Pedestrian","Male",26,"West Australia"
"VIC",1989,"Single","Pedestrian","Male",38,"Victoria"
"SA",1989,"Single","Pedestrian","Male",81,"South Australia"
"QLD",1989,"Single","Motorcycle rider","Male",25,"Queensland"
"QLD",1989,"Single","Pedestrian","Female",52,"Queensland"
"QLD",1989,"Single","Driver","Male",47,"Queensland"
"WA",1989,"Multiple","Driver","Female",64,"West Australia"
"VIC",1989,"Single","Passenger","Female",66,"Victoria"
"TAS",1989,"Single","Pedal cyclist","Male",48,"Tasmania"
"NSW",1989,"Single","Driver","Male",22,"New South Wales"
"WA",1989,"Multiple","Passenger","Female",35,"West Australia"
"NSW",1989,"Single","Pedestrian","Male",18,"New South Wales"
"NSW",1989,"Multiple","Pedestrian","Female",88,"New South Wales"
"WA",1989,"Multiple","Passenger","Male",81,"West Australia"
"NSW",1989,"Multiple","Pedestrian","Female",46,"New South Wales"
"NSW",1989,"Single","Driver","Male",20,"New South Wales"
"NSW",1989,"Single","Pedestrian","Male",83,"New South Wales"
"VIC",1989,"Single","Driver","Male",32,"Victoria"
"SA",1989,"Single","Passenger","Male",17,"South Australia"
"QLD",1989,"Single","Driver","Male",92,"Queensland"
"VIC",1989,"Multiple","Passenger","Female",57,"Victoria"
"QLD",1989,"Multiple","Passenger","Female",25,"Queensland"
"WA",1989,"Single","Passenger","Male",26,"West Australia"
"NSW",1989,"Single","Pedestrian","Male",25,"New South Wales"
"QLD",1989,"Multiple","Driver","Female",66,"Queensland"
"NSW",1989,"Multiple","Passenger","Female",40,"New South Wales"
"VIC",1989,"Single","Passenger","Male",20,"Victoria"
"SA",1989,"Single","Driver","Male",57,"South Australia"
"WA",1989,"Single","Driver","Male",32,"West Australia"
"NSW",1989,"Multiple","Passenger","Female",3,"New South Wales"
"TAS",1989,"Single","Pedestrian","Male",21,"Tasmania"
"VIC",1989,"Single","Passenger","Female",59,"Victoria"
"VIC",1989,"Single","Pedestrian","Female",69,"Victoria"
"NSW",1989,"Single","Pedestrian","Male",80,"New South Wales"
"SA",1989,"Single","Pedestrian","Female",9,"South Australia"
"NSW",1989,"Multiple","Driver","Male",32,"New South Wales"
"WA",1989,"Single","Passenger","Female",17,"West Australia"
"NSW",1989,"Single","Passenger","Male",39,"New South Wales"
"WA",1989,"Single","Driver","Female",53,"West Australia"
"SA",1989,"Single","Passenger","Male",26,"South Australia"
"QLD",1989,"Single","Passenger","Female",60,"Queensland"
"VIC",1989,"Multiple","Driver","Male",71,"Victoria"
"QLD",1989,"Multiple","Motorcycle rider","Male",52,"Queensland"
"NSW",1989,"Multiple","Driver","Male",29,"New South Wales"
"VIC",1989,"Single","Driver","Male",72,"Victoria"
"QLD",1989,"Multiple","Driver","Male",69,"Queensland"
"NSW",1989,"Multiple","Passenger","Male",19,"New South Wales"
"NSW",1989,"Multiple","Driver","Male",35,"New South Wales"
"QLD",1989,"Single","Driver","Female",76,"Queensland"
"VIC",1989,"Single","Passenger","Female",17,"Victoria"
"NSW",1989,"Single","Pedestrian","Female",15,"New South Wales"
"QLD",1989,"Multiple","Motorcycle rider","Female",25,"Queensland"
"SA",1989,"Single","Pedestrian","Male",91,"South Australia"
"WA",1989,"Multiple","Motorcycle rider","Male",28,"West Australia"
"VIC",1989,"Single","Motorcycle rider","Male",40,"Victoria"
"NSW",1989,"Single","Driver","Male",40,"New South Wales"
"QLD",1989,"Multiple","Motorcycle rider","Male",30,"Queensland"
"NSW",1989,"Multiple","Passenger","Female",3,"New South Wales"
"NSW",1989,"Single","Pedestrian","Male",19,"New South Wales"
"SA",1989,"Single","Passenger","Male",15,"South Australia"
"QLD",1989,"Multiple","Driver","Male",31,"Queensland"
"NSW",1989,"Single","Pedestrian","Female",21,"New South Wales"
"VIC",1989,"Single","Pedestrian","Male",79,"Victoria"
"NSW",1989,"Multiple","Pedestrian","Male",77,"New South Wales"
"NSW",1989,"Single","Pedestrian","Female",56,"New South Wales"
"NSW",1989,"Multiple","Driver","Male",95,"New South Wales"
"VIC",1989,"Multiple","Driver","Male",58,"Victoria"
"TAS",1989,"Multiple","Driver","Female",54,"Tasmania"
"NSW",1989,"Multiple","Driver","Female",69,"New South Wales"
